Name,Country_ID,Country,Gaul_Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Province Orientale,COD,Democratic Republic of the Congo,1075,0.7445,0.7374,0.7418,0.7593,0.7878,0.8074,0.8159,0.8159,0.8015,0.7636,0.7139,0.6343,0.5151,0.4507,0.4105,0.3639
Sud-Kivu,COD,Democratic Republic of the Congo,1076,0.2219,0.2232,0.2282,0.234,0.2197,0.2228,0.2188,0.2083,0.1855,0.1608,0.1431,0.1235,0.1071,0.1031,0.0941,0.081
Bududa,UGA,Uganda,1080,0.728,0.8243,0.8401,0.8017,0.666,0.4844,0.3693,0.2977,0.2912,0.335,0.3176,0.2767,0.2628,0.235,0.2652,0.2396
Buvuma,UGA,Uganda,1082,0.3999,0.4803,0.5238,0.5237,0.4866,0.4514,0.4468,0.446,0.5163,0.5811,0.5107,0.376,0.2251,0.13,0.1527,0.1396
Gomba,UGA,Uganda,1086,0.4428,0.4736,0.4784,0.4505,0.4079,0.3733,0.364,0.3583,0.4142,0.4739,0.4495,0.3677,0.2701,0.1855,0.2057,0.1941
Gulu,UGA,Uganda,1089,0.6731,0.6845,0.6738,0.6527,0.6081,0.5645,0.5428,0.5293,0.5654,0.6083,0.5512,0.4532,0.3455,0.259,0.2655,0.2493
Ali Sabieh,DJI,Djibouti,1093,0.0039,0.0046,0.005,0.0048,0.0031,0.0024,0.0017,0.001,0.0006,0.0004,0.0004,0.0005,0.0009,0.0016,0.0016,0.0016
Dikhil,DJI,Djibouti,1094,0.001,0.001,0.0011,0.0011,0.0007,0.0007,0.0006,0.0004,0.0003,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003
Djibouti,DJI,Djibouti,1095,0.0005,0.0006,0.0006,0.0006,0.0004,0.0003,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0002,0.0003,0.0003,0.0003
Obock,DJI,Djibouti,1096,0.0756,0.0798,0.0848,0.0855,0.0555,0.051,0.0417,0.028,0.0166,0.0114,0.0102,0.0118,0.0202,0.0334,0.0331,0.0337
Tadjourah,DJI,Djibouti,1097,0.0519,0.0572,0.0617,0.061,0.0369,0.0306,0.0224,0.0137,0.0073,0.0048,0.0044,0.0054,0.0102,0.0192,0.0192,0.0195
Annobon,GNQ,Equatorial Guinea,1198,,,,,,,,,,,,,,,,
Bioko Norte,GNQ,Equatorial Guinea,1199,,,,0.4392,0.3867,0.3244,,,0.1772,,0.15,0.201,0.1807,0.1905,,0.1531
Bioko Sur,GNQ,Equatorial Guinea,1200,,,,0.4321,0.3642,0.2851,,,0.1399,,0.1271,0.1846,0.1796,0.1976,,0.1573
Centro Sur,GNQ,Equatorial Guinea,1201,0.5501,0.4817,0.4768,0.5107,0.6028,0.6703,0.685,0.6385,0.4815,0.3099,0.2992,0.343,0.3009,0.3024,0.3418,0.3151
Kientem,GNQ,Equatorial Guinea,1202,0.5552,0.5155,0.5121,0.5218,0.562,0.5779,0.5651,0.5078,0.38,0.2549,0.2693,0.3323,0.3126,0.3195,0.3554,0.3362
Litoral,GNQ,Equatorial Guinea,1203,0.6565,0.6488,0.6692,0.7079,0.7632,0.7848,0.7606,0.6676,0.4446,0.2362,0.2107,0.2511,0.2418,0.2693,0.2975,0.2791
Welenzas,GNQ,Equatorial Guinea,1204,0.5464,0.4905,0.485,0.5034,0.5716,0.6164,0.6298,0.5906,0.4687,0.3346,0.3485,0.407,0.3617,0.3473,0.3867,0.3627
Anseba,ERI,Eritrea,1205,0.009,0.0089,0.0069,0.0077,0.0083,0.0096,0.0103,0.0097,0.0088,0.0084,0.0085,0.0079,0.0083,0.009,0.0089,0.009
Archipelagos,ERI,Eritrea,1206,0.023,0.0233,0.0166,0.0178,0.0187,0.0221,0.0241,0.0239,0.0234,0.0241,0.0234,0.0166,0.0194,0.0211,0.0206,0.0209
Debub,ERI,Eritrea,1207,0.0229,0.0237,0.0174,0.0188,0.0191,0.0202,0.0205,0.0187,0.0165,0.0151,0.0145,0.0124,0.0117,0.0117,0.0118,0.0118
Debubawi Keih Bahri,ERI,Eritrea,1208,0.0502,0.053,0.0396,0.0413,0.0392,0.0387,0.0363,0.031,0.0252,0.0234,0.0219,0.0195,0.0198,0.0224,0.0222,0.0223
Gash Barka,ERI,Eritrea,1209,0.0546,0.0531,0.0354,0.034,0.0301,0.0276,0.0254,0.0225,0.0197,0.0182,0.0177,0.016,0.0161,0.0167,0.0165,0.0168
Maekel,ERI,Eritrea,1210,0.01,0.0099,0.0076,0.0085,0.0095,0.0112,0.0123,0.0114,0.0103,0.0098,0.0096,0.0085,0.0092,0.0099,0.0098,0.01
Semenawi Keih Bahri,ERI,Eritrea,1211,0.0166,0.0167,0.0124,0.0134,0.0143,0.0161,0.0173,0.0168,0.0155,0.0155,0.015,0.0134,0.0136,0.0143,0.0141,0.0143
Addis Ababa,ETH,Ethiopia,1227,0.0009,0.001,0.0013,0.0016,0.0019,0.0023,0.0015,0.0012,0.0005,0.0002,0.0002,0.0001,0.0002,0.0001,0.0001,0.0001
Afar,ETH,Ethiopia,1228,0.0289,0.034,0.0379,0.04,0.0385,0.0386,0.0229,0.0182,0.01,0.0057,0.005,0.0046,0.0053,0.0051,0.0047,0.0048
Amhara,ETH,Ethiopia,1229,0.0278,0.0313,0.0329,0.0336,0.0317,0.0308,0.0176,0.0132,0.0069,0.0036,0.0029,0.0026,0.0029,0.0028,0.0029,0.0027
Benishangul Gumuz,ETH,Ethiopia,1230,0.0902,0.0892,0.0869,0.0808,0.0753,0.0728,0.0495,0.0371,0.0209,0.011,0.0084,0.0064,0.0054,0.0047,0.0053,0.0046
Dire Dawa,ETH,Ethiopia,1231,0.0261,0.0313,0.0366,0.0398,0.0413,0.0424,0.0245,0.0192,0.0101,0.0053,0.0042,0.0035,0.0037,0.0036,0.0033,0.0034
Gambella,ETH,Ethiopia,1232,0.1083,0.1095,0.102,0.0799,0.0592,0.0451,0.0266,0.021,0.0145,0.0099,0.01,0.0109,0.014,0.0143,0.0152,0.0137
Harari,ETH,Ethiopia,1233,0.0229,0.0273,0.0356,0.0383,0.0431,0.0477,0.0313,0.0256,0.0133,0.0068,0.0047,0.0034,0.003,0.0029,0.0026,0.0026
Kiboga,UGA,Uganda,1234,0.5216,0.5491,0.5519,0.5322,0.4883,0.4541,0.4328,0.4134,0.4629,0.5011,0.4587,0.37,0.2848,0.2084,0.2195,0.2105
Kibuku,UGA,Uganda,1235,0.7339,0.8206,0.8465,0.8305,0.7587,0.6635,0.6082,0.5823,0.6328,0.6932,0.6445,0.5394,0.4108,0.2912,0.3053,0.2917
SNNP,ETH,Ethiopia,1236,0.0434,0.0488,0.0518,0.0519,0.0495,0.0474,0.0272,0.0205,0.0107,0.0058,0.0048,0.0041,0.0046,0.0044,0.0041,0.004
Tigray,ETH,Ethiopia,1237,0.0259,0.0308,0.0336,0.0335,0.0288,0.0255,0.0146,0.0116,0.0068,0.0039,0.0035,0.0033,0.0037,0.0033,0.0031,0.0032
Kiryandongo,UGA,Uganda,1241,0.7088,0.7214,0.7065,0.6688,0.6,0.5329,0.4917,0.4762,0.5115,0.5613,0.5192,0.4361,0.3376,0.2505,0.2579,0.2361
Kumi,UGA,Uganda,1261,0.6717,0.7462,0.7604,0.7299,0.6362,0.5318,0.4715,0.4157,0.4404,0.4862,0.4446,0.3704,0.3024,0.2316,0.2389,0.2324
Estuaire,GAB,Gabon,1275,0.4653,0.404,0.3396,0.2603,0.1804,0.1236,0.0919,0.0733,0.0762,0.1005,0.13,0.1541,0.1906,0.232,0.2469,0.2605
Haut-Ogooue,GAB,Gabon,1276,0.2936,0.2885,0.2724,0.2261,0.181,0.1409,0.1055,0.0799,0.0727,0.0831,0.0936,0.0951,0.1032,0.1234,0.1343,0.1459
Moyen-Ogooue,GAB,Gabon,1277,0.4267,0.3953,0.3509,0.2786,0.2039,0.1387,0.0953,0.0678,0.0636,0.0798,0.1026,0.1224,0.1564,0.2016,0.2215,0.238
Ngounie,GAB,Gabon,1278,0.3856,0.3572,0.3087,0.2336,0.157,0.1022,0.0726,0.0578,0.0638,0.0924,0.1241,0.1412,0.1618,0.1941,0.2099,0.2291
Nyanga,GAB,Gabon,1279,0.3103,0.2955,0.2816,0.245,0.2118,0.1802,0.1454,0.1125,0.1006,0.1118,0.1269,0.1303,0.1432,0.1688,0.1824,0.1969
Ogooue-Ivindo,GAB,Gabon,1280,0.3561,0.3396,0.3039,0.2257,0.1527,0.0971,0.0658,0.0497,0.051,0.0712,0.0964,0.1154,0.1384,0.1747,0.1917,0.211
Ogooue-lolo,GAB,Gabon,1281,0.3411,0.3286,0.2929,0.211,0.1341,0.0817,0.0539,0.0424,0.0474,0.0725,0.0998,0.1152,0.1275,0.1485,0.1632,0.1775
Ogooue-Maritime,GAB,Gabon,1282,0.2978,0.2876,0.2659,0.2163,0.1626,0.1218,0.0901,0.0645,0.0543,0.0608,0.0753,0.0885,0.1194,0.158,0.1747,0.1846
Woleu-Ntem,GAB,Gabon,1283,0.3173,0.2797,0.2467,0.1981,0.164,0.1355,0.1116,0.0937,0.0948,0.1178,0.1441,0.1544,0.166,0.1936,0.219,0.2313
Banjul,GMB,Gambia,1284,0.1624,0.127,0.1073,0.096,0.063,0.0553,0.0525,0.0514,0.0516,0.0345,0.0291,0.0273,0.0181,0.014,0.0146,0.0111
Central River,GMB,Gambia,1285,0.4025,0.3459,0.2881,0.2385,0.1612,0.1075,0.0746,0.053,0.0415,0.0229,0.0191,0.0189,0.0163,0.0161,0.0141,0.0117
Kombo Saint Mary,GMB,Gambia,1286,0.1001,0.0787,0.0694,0.0624,0.0413,0.0371,0.0369,0.0359,0.0367,0.0238,0.0205,0.0187,0.0125,0.0094,0.0087,0.0075
Lower River,GMB,Gambia,1287,0.4737,0.3789,0.2982,0.2436,0.1743,0.1238,0.0864,0.0571,0.0415,0.0215,0.0174,0.0174,0.016,0.0171,0.0153,0.0124
North Bank,GMB,Gambia,1288,0.2881,0.2213,0.1732,0.1441,0.0983,0.071,0.0525,0.0385,0.032,0.018,0.0148,0.0142,0.0115,0.0108,0.0094,0.008
Upper River,GMB,Gambia,1289,0.3445,0.322,0.2867,0.2416,0.1601,0.1008,0.0682,0.0496,0.0399,0.0243,0.0219,0.024,0.0229,0.0243,0.0215,0.0179
Western,GMB,Gambia,1290,0.1653,0.1255,0.1037,0.0915,0.0611,0.0526,0.0504,0.047,0.048,0.0316,0.0271,0.0248,0.0166,0.0126,0.0114,0.0098
Ashanti,GHA,Ghana,1324,0.4125,0.3672,0.3417,0.3298,0.3389,0.3259,0.3173,0.3139,0.3107,0.3364,0.3713,0.3537,0.3091,0.2756,0.2448,0.2227
Brong Ahafo,GHA,Ghana,1325,0.6838,0.6608,0.6414,0.6275,0.6198,0.5964,0.5641,0.5348,0.506,0.5228,0.5519,0.5294,0.4571,0.406,0.3571,0.3176
Central,GHA,Ghana,1326,0.5824,0.5399,0.4959,0.4535,0.4157,0.3851,0.3609,0.3575,0.3695,0.419,0.4853,0.4957,0.4591,0.4145,0.3681,0.34
Eastern,GHA,Ghana,1327,0.6208,0.5513,0.4871,0.4324,0.3872,0.3358,0.3051,0.2916,0.2989,0.3517,0.417,0.4273,0.3942,0.3637,0.3167,0.285
Greater Accra,GHA,Ghana,1328,0.3809,0.3052,0.2523,0.2047,0.1707,0.1252,0.0998,0.0844,0.0731,0.0761,0.0904,0.0948,0.1056,0.128,0.1124,0.1039
Northern,GHA,Ghana,1329,0.6793,0.6526,0.6368,0.6245,0.6197,0.6065,0.5966,0.61,0.6298,0.6698,0.6995,0.6451,0.517,0.3961,0.3398,0.3079
Upper East,GHA,Ghana,1330,0.6734,0.6407,0.6283,0.6294,0.6381,0.6492,0.6623,0.6894,0.7174,0.7604,0.7836,0.7155,0.5603,0.3936,0.3339,0.3016
Upper West,GHA,Ghana,1331,0.6707,0.6465,0.6274,0.617,0.599,0.5737,0.5777,0.6188,0.681,0.7643,0.8088,0.7716,0.6423,0.4797,0.419,0.3839
Volta,GHA,Ghana,1332,0.5888,0.5188,0.4644,0.4262,0.4071,0.371,0.3451,0.3254,0.309,0.3317,0.3718,0.3601,0.3121,0.2827,0.2366,0.2055
Western,GHA,Ghana,1333,0.7313,0.7379,0.7315,0.7218,0.7054,0.6768,0.6341,0.5848,0.5174,0.4861,0.4963,0.4794,0.45,0.4407,0.3896,0.3516
Kyankwanzi,UGA,Uganda,1344,0.6301,0.6463,0.6438,0.6245,0.5826,0.5462,0.5236,0.5002,0.5357,0.5599,0.508,0.415,0.3209,0.2322,0.2412,0.2263
Mitooma,UGA,Uganda,1360,0.4284,0.4515,0.4642,0.4454,0.4216,0.3915,0.3313,0.2492,0.194,0.1557,0.1177,0.0955,0.0889,0.0838,0.0934,0.0878
Kyegegwa,UGA,Uganda,1361,0.5758,0.586,0.5772,0.5638,0.5384,0.5136,0.5066,0.4829,0.5115,0.5357,0.4806,0.3881,0.2893,0.2075,0.222,0.2054
Kyenjojo,UGA,Uganda,1362,0.5791,0.5874,0.5802,0.567,0.5423,0.5112,0.4832,0.4239,0.4034,0.3905,0.3298,0.2741,0.2374,0.1999,0.2158,0.1957
Mpigi,UGA,Uganda,1363,0.3722,0.4063,0.419,0.3945,0.3415,0.2985,0.2474,0.2149,0.2197,0.2403,0.2159,0.1796,0.1546,0.1275,0.1447,0.139
Nwoya,UGA,Uganda,1364,0.7151,0.72,0.7096,0.6882,0.6517,0.617,0.5861,0.5532,0.5602,0.5696,0.5098,0.425,0.3392,0.2668,0.2733,0.2483
Serere,UGA,Uganda,1365,0.6533,0.7149,0.7269,0.6934,0.6002,0.5034,0.4482,0.4212,0.4693,0.5325,0.4876,0.3938,0.2986,0.2141,0.2251,0.2135
Lwengo,UGA,Uganda,1366,0.4042,0.4246,0.4335,0.4072,0.361,0.3283,0.3049,0.3236,0.3797,0.434,0.3935,0.2893,0.1855,0.1178,0.1307,0.1255
Mukono,UGA,Uganda,1367,0.3191,0.368,0.401,0.4041,0.3864,0.3682,0.3239,0.3034,0.3267,0.3508,0.296,0.212,0.1397,0.0951,0.1081,0.1056
Namayingo,UGA,Uganda,1368,0.6485,0.7651,0.7991,0.7742,0.6744,0.5552,0.4938,0.4839,0.5703,0.6598,0.6159,0.4939,0.3281,0.1994,0.2128,0.2025
Pallisa,UGA,Uganda,1369,0.7126,0.7921,0.812,0.7893,0.7063,0.6032,0.5422,0.5146,0.5576,0.613,0.5657,0.4698,0.3662,0.2654,0.2765,0.2657
Lira,UGA,Uganda,1370,0.6819,0.698,0.682,0.6424,0.568,0.4976,0.4677,0.4687,0.5374,0.6149,0.5791,0.4804,0.3576,0.2501,0.2565,0.244
Rakai,UGA,Uganda,1371,0.4104,0.4208,0.4185,0.3976,0.356,0.3377,0.3192,0.3246,0.3684,0.4138,0.363,0.2558,0.1604,0.1001,0.1112,0.1061
Lyantonde,UGA,Uganda,1372,0.422,0.4417,0.4482,0.4235,0.3892,0.3626,0.3367,0.3338,0.3708,0.4038,0.3491,0.2579,0.1722,0.1182,0.1278,0.1238
Kaolack,SEN,Senegal,1373,0.36,0.3094,0.2563,0.2125,0.1319,0.0882,0.0663,0.0532,0.0564,0.0614,0.0586,0.0447,0.0318,0.0245,0.0221,0.0212
Kedougou,SEN,Senegal,1374,0.5439,0.5909,0.5939,0.5691,0.4676,0.3691,0.2941,0.2451,0.2242,0.216,0.2075,0.1944,0.1847,0.1811,0.1761,0.1497
Kolda,SEN,Senegal,1375,0.503,0.46,0.4104,0.3709,0.2959,0.2275,0.1774,0.1378,0.1188,0.1092,0.1035,0.0961,0.0938,0.0955,0.09,0.0787
Sedhiou,SEN,Senegal,1376,0.5111,0.4061,0.319,0.258,0.1866,0.1351,0.1034,0.0776,0.0691,0.0639,0.0584,0.0501,0.0425,0.0431,0.0416,0.0351
Tambacounda,SEN,Senegal,1377,0.2908,0.2927,0.2861,0.275,0.2134,0.1753,0.1531,0.1407,0.1455,0.1531,0.1435,0.1158,0.0872,0.0688,0.0674,0.0592
Kaffrine,SEN,Senegal,1378,0.382,0.3423,0.3003,0.2647,0.19,0.1383,0.1087,0.0903,0.093,0.0941,0.0824,0.0572,0.0363,0.0259,0.0232,0.022
Bafata,GNB,Guinea-Bissau,1385,0.4695,0.411,0.3455,0.261,0.175,0.1142,0.0773,0.0591,0.0535,0.0557,0.0679,0.0847,0.1036,0.1235,0.1093,0.0923
Biombo,GNB,Guinea-Bissau,1386,0.4567,0.3508,0.2557,0.1621,0.093,0.0568,0.0387,0.0327,0.0357,0.0438,0.0532,0.0579,0.057,0.0578,0.0505,0.0432
Bolama/bijagos,GNB,Guinea-Bissau,1387,0.3862,0.3186,0.0778,0.0493,0.0912,0.0143,0.0092,0.0371,0.0378,0.0103,0.0139,0.0181,0.022,0.0249,0.0223,0.0181
Cacheu,GNB,Guinea-Bissau,1388,0.3706,0.2758,0.1993,0.1219,0.0705,0.0435,0.0297,0.0251,0.027,0.0318,0.0365,0.0374,0.033,0.0325,0.0296,0.0251
Gabu,GNB,Guinea-Bissau,1389,0.4048,0.3764,0.3457,0.2973,0.2454,0.198,0.163,0.1468,0.1435,0.144,0.1479,0.1389,0.1156,0.1036,0.0916,0.0782
Oio,GNB,Guinea-Bissau,1390,0.4949,0.4014,0.3142,0.2192,0.1405,0.0897,0.0596,0.0454,0.043,0.0451,0.0524,0.0581,0.0587,0.0643,0.057,0.0476
Quinara,GNB,Guinea-Bissau,1391,0.4854,0.4052,0.3127,0.2061,0.1121,0.0622,0.0388,0.0302,0.0318,0.0391,0.0547,0.0733,0.0933,0.1117,0.0979,0.082
Sector Autonomo De Bissau,GNB,Guinea-Bissau,1392,0.3972,0.2943,0.2079,0.124,0.0681,0.0403,0.0276,0.0234,0.0254,0.0316,0.0388,0.0429,0.0445,0.0469,0.0404,0.0371
Tombali,GNB,Guinea-Bissau,1393,0.4363,0.3754,0.3023,0.2051,0.1137,0.0648,0.0417,0.0335,0.0354,0.0438,0.0609,0.0816,0.1058,0.1277,0.1123,0.0958
Bomi,LBR,Liberia,1814,0.5916,0.5846,0.5664,0.5369,0.5012,0.447,0.3938,0.3555,0.3064,0.2718,0.2353,0.2411,0.2811,0.3495,0.3006,0.1918
Bong,LBR,Liberia,1815,0.5882,0.5883,0.5838,0.5689,0.5565,0.5315,0.5036,0.4911,0.4741,0.4436,0.3824,0.3448,0.3305,0.3531,0.31,0.1967
Gbarpolu,LBR,Liberia,1816,0.6651,0.6694,0.6582,0.6299,0.5872,0.5244,0.4694,0.4359,0.4008,0.3772,0.3406,0.3483,0.3894,0.4526,0.3983,0.2595
Grand Bassa,LBR,Liberia,1817,0.54,0.5301,0.5197,0.5072,0.4935,0.4655,0.4353,0.4077,0.3728,0.3394,0.2965,0.2951,0.3279,0.3851,0.3403,0.224
Grand Cape Mount,LBR,Liberia,1818,0.6197,0.6158,0.5982,0.5637,0.5208,0.4675,0.4191,0.3915,0.3562,0.334,0.3111,0.327,0.3839,0.4493,0.3923,0.2582
Grand Gedeh,LBR,Liberia,1819,0.6634,0.6742,0.6735,0.6517,0.6227,0.5774,0.5402,0.5108,0.4793,0.4478,0.3892,0.3693,0.3733,0.4227,0.3724,0.2436
Grand Kru,LBR,Liberia,1820,0.6053,0.6091,0.5967,0.5619,0.5148,0.4577,0.4272,0.4204,0.4303,0.4545,0.45,0.4785,0.5215,0.5716,0.5348,0.3864
Lofa,LBR,Liberia,1821,0.6372,0.6473,0.6478,0.6367,0.6138,0.5749,0.526,0.4898,0.4517,0.4146,0.3739,0.3745,0.4052,0.4586,0.4093,0.26
Margibi,LBR,Liberia,1822,0.4989,0.4887,0.4721,0.4528,0.4263,0.3795,0.3375,0.3012,0.2582,0.2284,0.1975,0.2006,0.2363,0.2982,0.2586,0.1636
Maryland,LBR,Liberia,1823,0.6309,0.6361,0.6242,0.594,0.5506,0.4944,0.4602,0.4458,0.4403,0.4447,0.4248,0.4299,0.4522,0.5013,0.4547,0.3197
Montserrado,LBR,Liberia,1824,0.4382,0.4295,0.4173,0.3975,0.3728,0.3287,0.2862,0.2448,0.1945,0.1599,0.127,0.1248,0.1519,0.2065,0.1772,0.1103
Nimba,LBR,Liberia,1825,0.6086,0.6171,0.6244,0.626,0.6323,0.621,0.6022,0.5804,0.5453,0.5008,0.4358,0.4056,0.4052,0.4386,0.3913,0.2546
Rivercess,LBR,Liberia,1826,0.5747,0.5671,0.5578,0.5378,0.5226,0.4922,0.4579,0.4217,0.3823,0.3438,0.3031,0.3156,0.367,0.4457,0.4,0.266
River Ghee,LBR,Liberia,1827,0.7177,0.7266,0.7132,0.667,0.6034,0.5242,0.469,0.4423,0.4318,0.4399,0.4253,0.4529,0.5094,0.5783,0.5307,0.3807
Sinoe,LBR,Liberia,1828,0.5575,0.5593,0.5516,0.5101,0.4763,0.436,0.4127,0.4022,0.4003,0.4009,0.385,0.4072,0.4511,0.5031,0.4715,0.3308
Central Region,MWI,Malawi,1888,0.3816,0.37,0.3634,0.3395,0.3195,0.3029,0.3338,0.3668,0.4167,0.4631,0.4194,0.3595,0.2875,0.1979,0.1899,0.1718
Northern Region,MWI,Malawi,1889,0.2773,0.2721,0.2688,0.2216,0.1914,0.1691,0.1651,0.1638,0.1684,0.1828,0.1666,0.1639,0.1689,0.1562,0.1525,0.1357
Southern Region,MWI,Malawi,1890,0.4488,0.4214,0.3827,0.3296,0.2817,0.2471,0.2637,0.2885,0.3401,0.3934,0.3515,0.28,0.1822,0.1144,0.1082,0.0922
